,price
12494,668
12495,933
12496,1579
12497,11904
12498,4959
12499,5105
12500,544
12501,5864
12502,6439
12503,1238
12504,1250
12505,1781
12506,545
12507,5927
12508,4743
12509,3376
12510,1998
12511,3795
12512,2113
12513,2753
12514,1040
12515,462
12516,3121
12517,734
12518,4784
12519,3750
12520,1080
12521,2613
12522,882
12523,2896
12524,3692
12525,648
12526,1662
12527,5606
12528,5149
12529,3161
12530,634
12531,4730
12532,9761
12533,1559
12534,6416
12535,2485
12536,8287
12537,3595
12538,4584
12539,1705
12540,1838
12541,3717
12542,974
12543,4053
12544,7063
12545,1718
12546,3893
12547,6321
12548,2572
12549,540
12550,863
12551,885
12552,1664
12553,880
12554,4114
12555,489
12556,1073
12557,3524
12558,16916
12559,15962
12560,3584
12561,1356
12562,854
12563,1200
12564,739
12565,691
12566,836
12567,1100
12568,2427
12569,2107
12570,4833
12571,1806
12572,3880
12573,666
12574,695
12575,3035
12576,2079
12577,837
12578,1625
12579,470
12580,1362
12581,838
12582,462
12583,906
12584,808
12585,14593
12586,6606
12587,5641
12588,15229
12589,5040
12590,13370
12591,12311
12592,4536
12593,15446
12594,2494
12595,4611
12596,847
12597,6056
12598,8572
12599,1678
12600,1240
12601,5161
12602,1880
12603,2793
12604,1046
12605,819
12606,6443
12607,2912
12608,1049
12609,5504
12610,1752
12611,5046
12612,628
12613,582
12614,702
12615,1246
12616,873
12617,3828
12618,16948
12619,733
12620,6441
12621,559
12622,3878
12623,2587
12624,1882
12625,18489
12626,863
12627,6570
12628,3733
12629,1207
12630,12932
12631,743
12632,3715
12633,4168
12634,457
12635,3215
12636,5379
12637,3936
12638,4831
12639,1167
12640,2853
12641,842
12642,5283
12643,6371
12644,845
12645,2964
12646,435
12647,9625
12648,1622
12649,1015
12650,7722
12651,598
12652,5206
12653,1218
12654,779
12655,4565
12656,1918
12657,574
12658,6532
12659,4832
12660,487
12661,2861
12662,7108
12663,504
12664,9467
12665,2241
12666,15433
12667,4435
12668,5027
12669,1041
12670,4250
12671,6133
12672,492
12673,2054
12674,1881
12675,7666
12676,12812
12677,3429
12678,2548
12679,12454
12680,889
12681,3963
12682,507
12683,2278
12684,6177
12685,802
12686,2592
12687,896
12688,7519
12689,2648
12690,1389
12691,4666
12692,11560
12693,1433
12694,756
12695,526
12696,4435
12697,1409
12698,815
12699,1264
12700,651
12701,1603
12702,14819
12703,1289
12704,2318
12705,1024
12706,1711
12707,447
12708,464
12709,5207
12710,1060
12711,11946
12712,3998
12713,11170
12714,816
12715,1956
12716,15946
12717,2034
12718,917
12719,4044
12720,933
12721,4045
12722,1220
12723,1221
12724,1016
12725,2873
12726,2106
12727,18149
12728,2964
12729,421
12730,18572
12731,2818
12732,4685
12733,9315
12734,3899
12735,3421
12736,4150
12737,468
12738,945
12739,1013
12740,6742
12741,2492
12742,670
12743,1551
12744,1163
12745,3175
12746,3274
12747,3176
12748,9105
12749,694
12750,8887
12751,702
12752,487
12753,1236
12754,4582
12755,436
12756,2840
12757,9028
12758,2428
12759,1174
12760,2401
12761,5491
12762,531
12763,2022
12764,2339
12765,943
12766,824
12767,1721
12768,675
12769,836
12770,6291
12771,2694
12772,1846
12773,8796
12774,694
12775,816
12776,3718
12777,1076
12778,3812
12779,608
12780,17999
12781,3860
12782,4466
12783,995
12784,614
12785,1115
12786,2926
12787,506
12788,4630
12789,13542
12790,2129
12791,789
12792,14920
12793,838
12794,5141
12795,867
12796,8645
12797,2822
12798,548
12799,1743
12800,453
12801,607
12802,2535
12803,6315
12804,5015
12805,1786
12806,1436
12807,3153
12808,6648
12809,4399
12810,473
12811,740
12812,7750
12813,4956
12814,882
12815,544
12816,11830
12817,742
12818,597
12819,2246
12820,2810
12821,5026
12822,4435
12823,1443
12824,1636
12825,2585
12826,6271
12827,7589
12828,470
12829,420
12830,1760
12831,589
12832,2576
12833,2351
12834,4183
12835,6565
12836,4131
12837,526
12838,1953
12839,689
12840,693
12841,1915
12842,707
12843,478
12844,982
12845,6763
12846,3194
12847,4753
12848,13872
12849,7588
12850,5107
12851,1241
12852,4328
12853,2073
12854,4537
12855,12291
12856,911
12857,4941
12858,1572
12859,831
12860,15746
12861,698
12862,2318
12863,3326
12864,982
12865,3420
12866,2419
12867,1453
12868,7413
12869,848
12870,2048
12871,1746
12872,959
12873,1415
12874,5259
12875,11864
12876,2269
12877,685
12878,3299
12879,970
12880,776
12881,2371
12882,951
12883,1989
12884,1413
12885,4455
12886,5174
12887,1882
12888,526
12889,1220
12890,1662
12891,819
12892,2141
12893,408
12894,842
12895,5260
12896,1728
12897,9065
12898,567
12899,12897
12900,12642
12901,1400
12902,1568
12903,544
12904,1041
12905,8341
12906,1175
12907,1018
12908,1828
12909,583
12910,6899
12911,18107
12912,8263
12913,1578
12914,2953
12915,1007
12916,2211
12917,1125
12918,6887
12919,6512
12920,2426
12921,462
12922,1915
12923,3730
12924,4072
12925,419
12926,4116
12927,2886
12928,843
12929,814
12930,4416
12931,600
12932,3229
12933,792
12934,3987
12935,932
12936,1073
12937,971
12938,4455
12939,3073
12940,2673
12941,696
12942,12840
12943,1227
12944,4423
12945,1720
12946,1736
12947,2531
12948,13623
12949,647
12950,449
12951,5581
12952,9253
12953,6349
12954,2985
12955,523
12956,2730
12957,10763
12958,7409
12959,1866
12960,9122
12961,7006
12962,10080
12963,11723
12964,767
12965,16068
12966,3955
12967,1574
12968,10609
12969,1940
12970,407
12971,4745
12972,3218
12973,5016
12974,449
12975,1940
12976,429
12977,2164
12978,6905
12979,1157
12980,525
12981,1741
12982,560
12983,432
12984,816
12985,615
12986,6093
12987,5103
12988,3112
12989,4968
12990,2633
12991,1129
12992,1004
12993,8480
12994,6955
12995,5438
12996,16789
12997,1441
12998,1892
12999,11780
13000,1718
13001,1388
13002,18291
13003,1107
13004,4314
13005,480
13006,4879
13007,4586
13008,5646
13009,3129
13010,3166
13011,3669
13012,622
13013,876
13014,11128
13015,5557
13016,4890
13017,1958
13018,5616
13019,801
13020,1577
13021,895
13022,2925
13023,530
13024,500
13025,18423
13026,18795
13027,9471
13028,4497
13029,2589
13030,5139
13031,5142
13032,918
13033,3524
13034,449
13035,4267
13036,13477
13037,6182
13038,9959
13039,7003
13040,3632
13041,4129
13042,4077
13043,614
13044,2756
13045,857
13046,1080
13047,1851
13048,12698
13049,710
13050,791
13051,840
13052,911
13053,6828
13054,1760
13055,995
13056,2387
13057,4323
13058,1949
13059,7501
13060,9618
13061,3250
13062,5458
13063,420
13064,5299
13065,579
13066,485
13067,1047
13068,1383
13069,10012
13070,1286
13071,14107
13072,2072
13073,6416
13074,1621
13075,2642
13076,2777
13077,1847
13078,15974
13079,1013
13080,5218
13081,5247
13082,1061
13083,4465
13084,1854
13085,16406
13086,4591
13087,10769
13088,1719
13089,1223
13090,919
13091,605
13092,2776
13093,13348
13094,1758
13095,5437
13096,6369
13097,1715
13098,12098
13099,1087
13100,698
13101,904
13102,13488
13103,2530
13104,740
13105,8750
13106,968
13107,593
13108,2373
13109,515
13110,11756
13111,12657
13112,884
13113,11132
13114,3275
13115,1875
13116,872
13117,1237
13118,6368
13119,2502
13120,514
13121,625
13122,7503
13123,2099
13124,16718
13125,8276
13126,3111
13127,505
13128,4157
13129,3150
13130,965
13131,647
13132,14507
13133,540
13134,1130
13135,854
13136,828
13137,1777
13138,1062
13139,828
13140,5082
13141,9282
13142,3371
13143,18055
13144,2200
13145,386
13146,3858
13147,893
13148,1122
13149,3018
13150,11550
13151,4034
13152,3082
13153,2931
13154,545
13155,3712
13156,1205
13157,2896
13158,2128
13159,13445
13160,4718
13161,2780
13162,6736
13163,4072
13164,530
13165,3013
13166,4540
13167,706
13168,3502
13169,1124
13170,2841
13171,5055
13172,6797
13173,1667
13174,1672
13175,2335
13176,4959
13177,561
13178,876
13179,1787
13180,11230
13181,5428
13182,1441
13183,4612
13184,3234
13185,5627
13186,8886
13187,668
13188,548
13189,561
13190,6480
13191,5345
13192,515
13193,14759
13194,4284
13195,2701
13196,8975
13197,2973
13198,5501
13199,8874
13200,6338
13201,2723
13202,828
13203,512
13204,3401
13205,3841
13206,10221
13207,2868
13208,16126
13209,2233
13210,4177
13211,596
13212,8315
13213,587
13214,689
13215,10626
13216,666
13217,10534
13218,743
13219,608
13220,1551
13221,1160
13222,2079
13223,844
13224,5256
13225,5579
13226,2323
13227,936
13228,17892
13229,2735
13230,2652
13231,10471
13232,16499
13233,17894
13234,2311
13235,2632
13236,2806
13237,855
13238,1563
13239,828
13240,8923
13241,1319
13242,2205
13243,1252
13244,4460
13245,948
13246,1190
13247,3485
13248,6323
13249,906
13250,576
13251,683
13252,14482
13253,5731
13254,828
13255,6503
13256,2474
13257,1186
13258,16364
13259,1376
13260,5010
13261,4496
13262,7467
13263,752
13264,3948
13265,2422
13266,4692
13267,10973
13268,905
13269,10339
13270,11965
13271,2444
13272,2515
13273,755
13274,477
13275,3335
13276,1368
13277,12617
13278,2809
13279,2512
13280,2066
13281,1374
13282,1303
13283,2295
13284,9571
13285,10267
13286,5833
13287,7079
13288,1013
13289,712
13290,6534
13291,687
13292,3051
13293,765
13294,1735
13295,8794
13296,1723
13297,773
13298,13655
13299,645
13300,8541
13301,888
13302,2551
13303,3246
13304,3012
13305,6399
13306,2833
13307,1438
13308,4340
13309,854
13310,3737
13311,1571
13312,4436
13313,4370
13314,2977
13315,4150
13316,434
13317,1081
13318,1563
13319,5480
13320,5174
13321,495
13322,532
13323,7513
13324,434
13325,6794
13326,6925
13327,6755
13328,15124
13329,1000
13330,5522
13331,5583
13332,6209
13333,6340
13334,3644
13335,2267
13336,14445
13337,1573
13338,545
13339,9471
13340,10284
13341,1162
13342,1284
13343,1018
13344,16253
13345,6617
13346,5655
13347,951
13348,942
13349,694
13350,378
13351,818
13352,684
13353,2456
13354,8017
13355,650
13356,2053
13357,4662
13358,1760
13359,4114
13360,1624
13361,7001
13362,541
13363,6423
13364,1875
13365,1168
13366,10424
13367,764
13368,8742
13369,7389
13370,407
13371,1007
13372,741
13373,3894
13374,4890
13375,912
13376,6618
13377,692
13378,2948
13379,828
13380,2326
13381,16628
13382,462
13383,6546
13384,2873
13385,769
13386,4586
13387,11817
13388,1828
13389,812
13390,16190
13391,1192
13392,613
13393,5135
13394,993
13395,3064
13396,3390
13397,965
13398,4271
13399,2393
13400,5005
13401,18377
13402,3376
13403,1061
13404,2525
13405,1580
13406,789
13407,5721
13408,17065
13409,3920
13410,1664
13411,1689
13412,4986
13413,1983
13414,11364
13415,3884
13416,683
13417,5179
13418,6580
13419,650
13420,4270
13421,7272
13422,9779
13423,624
13424,571
13425,7177
13426,2416
13427,854
13428,2268
13429,587
13430,5539
13431,948
13432,3874
13433,4860
13434,1995
13435,585
13436,3360
13437,2386
13438,5546
13439,5291
13440,6587
13441,6342
13442,2532
13443,1228
13444,720
13445,5808
13446,953
13447,16900
13448,1085
13449,1031
13450,648
13451,612
13452,672
13453,463
13454,598
13455,2742
13456,1986
13457,776
13458,17949
13459,3694
13460,1629
13461,1002
13462,5175
13463,955
13464,4004
13465,951
13466,7484
13467,863
13468,4656
13469,4044
13470,4873
13471,14451
13472,4163
13473,4719
13474,851
13475,5940
13476,13132
13477,3801
13478,4309
13479,2879
13480,605
13481,1016
13482,730
13483,3264
13484,4382
13485,772
13486,2018
13487,765
13488,3756
13489,4590
13490,776
13491,1013
13492,527
13493,5255
13494,840
13495,5083
13496,838
13497,1176
13498,1438
13499,2263
13500,579
13501,11566
13502,4044
13503,6558
13504,383
13505,5207
13506,862
13507,559
13508,1917
13509,6248
13510,699
13511,614
13512,1443
13513,4733
13514,911
13515,608
13516,11360
13517,9386
13518,523
13519,2063
13520,1318
13521,1993
13522,5131
13523,11867
13524,967
13525,1623
13526,731
13527,5986
13528,6268
13529,2167
13530,16709
13531,1171
13532,1433
13533,904
13534,847
13535,11934
13536,18062
13537,2578
13538,1230
13539,10377
13540,5938
13541,988
13542,5571
13543,1040
13544,960
13545,10292
13546,3246
13547,2573
13548,1697
13549,402
13550,561
13551,6438
13552,620
13553,3516
13554,796
13555,734
13556,3581
13557,992
13558,1575
13559,972
13560,1226
13561,6101
13562,2583
13563,6728
13564,2372
13565,3311
13566,18559
13567,942
13568,4632
13569,12998
13570,639
13571,1607
13572,1939
13573,2873
13574,1915
13575,9503
13576,4929
13577,6533
13578,1830
13579,1372
13580,971
13581,9138
13582,914
13583,776
13584,972
13585,748
13586,630
13587,491
13588,7836
13589,882
13590,1243
13591,10396
13592,3903
13593,625
13594,679
13595,984
13596,2507
13597,2167
13598,669
13599,1069
13600,628
13601,5578
13602,4207
13603,723
13604,4197
13605,2371
13606,621
13607,5416
13608,864
13609,758
13610,906
13611,1654
13612,544
13613,1577
13614,650
13615,1071
13616,802
13617,2980
13618,1235
13619,673
13620,5280
13621,9781
13622,2409
13623,3838
13624,789
13625,4242
13626,2052
13627,6612
13628,2161
13629,2203
13630,4242
13631,2388
13632,1698
13633,853
13634,1571
13635,4785
13636,571
13637,867
13638,491
13639,6115
13640,625
13641,638
13642,654
13643,1607
13644,1350
13645,3528
13646,853
13647,1838
13648,5617
13649,921
13650,8221
13651,7991
13652,1169
13653,596
13654,1786
13655,3205
13656,4821
13657,476
13658,1138
13659,445
13660,3582
13661,1601
13662,706
13663,571
13664,4622
13665,1322
13666,2677
13667,685
13668,552
13669,5264
13670,3001
13671,692
13672,7072
13673,4830
13674,684
13675,816
13676,698
13677,9424
13678,15908
13679,5573
13680,643
13681,2806
13682,708
13683,789
13684,1760
13685,1190
13686,485
13687,13661
13688,1783
13689,4223
13690,475
13691,649
13692,14067
13693,984
13694,4412
13695,451
13696,14860
13697,1356
13698,9697
13699,702
13700,759
13701,8858
13702,3000
13703,2681
13704,692
13705,7486
13706,768
13707,465
13708,898
13709,4447
13710,4980
13711,602
13712,3143
13713,967
13714,561
13715,523
13716,9645
13717,5198
13718,2844
13719,1268
13720,9271
13721,702
13722,2644
13723,402
13724,3669
13725,1410
13726,2453
13727,9035
13728,477
13729,9245
13730,3767
13731,8545
13732,1013
13733,6573
13734,3361
13735,698
13736,8109
13737,571
13738,864
13739,489
13740,6513
13741,645
13742,5678
13743,833
13744,1948
13745,1635
13746,3832
13747,1316
13748,3192
13749,6782
13750,2561
13751,7370
13752,898
13753,965
13754,17245
13755,7638
13756,603
13757,666
13758,710
13759,5805
13760,3936
13761,5156
13762,2513
13763,4062
13764,1015
13765,4155
13766,529
13767,1821
13768,7371
13769,568
13770,5587
13771,1926
13772,780
13773,1723
13774,3192
13775,10222
13776,802
13777,5700
13778,1751
13779,8985
13780,693
13781,689
13782,13320
13783,5241
13784,4989
13785,438
13786,13250
13787,6951
13788,477
13789,402
13790,1063
13791,5378
13792,4580
13793,628
13794,1436
13795,2473
13796,1941
13797,2992
13798,2953
13799,9116
13800,10738
13801,1203
13802,13844
13803,5198
13804,4142
13805,421
13806,14691
13807,4252
13808,6019
13809,8870
13810,10947
13811,868
13812,14300
13813,803
13814,2787
13815,2778
13816,17778
13817,7032
13818,3256
13819,3160
13820,14208
13821,3307
13822,2312
13823,589
13824,17400
13825,3773
13826,4260
13827,612
13828,6146
13829,6366
13830,10680
13831,1057
13832,744
13833,6094
13834,984
13835,4134
13836,1168
13837,2348
13838,2511
13839,827
13840,3084
13841,1094
13842,6265
13843,561
13844,1243
13845,485
13846,5316
13847,1095
13848,2433
13849,3850
13850,5285
13851,5291
13852,675
13853,2294
13854,4516
13855,1944
13856,4584
13857,4899
13858,3081
13859,5206
13860,4252
13861,18760
13862,803
13863,1400
13864,18692
13865,1089
13866,14507
13867,720
13868,10833
13869,3047
13870,17099
13871,1727
13872,4620
13873,7648
13874,1240
13875,9346
13876,10306
13877,772
13878,6776
13879,1369
13880,1698
13881,3578
13882,1385
13883,767
13884,8737
13885,1431
13886,1676
13887,4032
13888,787
13889,983
13890,4543
13891,4704
13892,503
13893,3251
13894,1295
13895,1908
13896,3170
13897,929
13898,982
13899,773
13900,6617
13901,1577
13902,2657
13903,16290
13904,9541
13905,1418
13906,3910
13907,1076
13908,877
13909,1842
13910,735
13911,709
13912,706
13913,749
13914,960
13915,6701
13916,876
13917,1401
13918,2107
13919,17548
13920,2572
13921,579
13922,1349
13923,1180
13924,1599
13925,709
13926,2028
13927,5181
13928,18128
13929,8580
13930,735
13931,1232
13932,7244
13933,732
13934,743
13935,942
13936,5400
13937,3046
13938,4720
13939,3763
13940,605
13941,3230
13942,984
13943,3281
13944,1567
13945,9526
13946,8275
13947,1369
13948,2012
13949,1815
13950,11162
13951,4318
13952,2318
13953,11796
13954,473
13955,1041
13956,1187
13957,827
13958,765
13959,477
13960,12509
13961,7602
13962,12433
13963,3180
13964,3541
13965,15140
13966,884
13967,2897
13968,7550
13969,12545
13970,3210
13971,3989
13972,1200
13973,919
13974,702
13975,792
13976,446
13977,6430
13978,2139
13979,776
13980,600
13981,1014
13982,7943
13983,596
13984,878
13985,1268
13986,9383
13987,1567
13988,631
13989,795
13990,956
13991,894
13992,2864
13993,2241
13994,7017
13995,2700
13996,1781
13997,15653
13998,778
13999,17204
14000,709
14001,4313
14002,572
14003,4241
14004,7726
14005,2735
14006,470
14007,430
14008,8626
14009,1193
14010,2955
14011,14044
14012,1546
14013,2594
14014,8216
14015,15226
14016,526
14017,931
14018,3283
14019,2369
14020,5456
14021,2364
14022,4816
14023,3986
14024,17115
14025,7098
14026,3266
14027,2540
14028,626
14029,5035
14030,1400
14031,16052
14032,8233
14033,732
14034,515
14035,10096
14036,612
14037,821
14038,7255
14039,661
14040,2057
14041,5008
14042,1298
14043,2959
14044,4045
14045,5871
14046,1033
14047,12551
14048,949
14049,6968
14050,4845
14051,11108
14052,1003
14053,5491
14054,5598
14055,11355
14056,5601
14057,485
14058,1795
14059,1061
14060,3287
14061,2543
14062,1415
14063,10497
14064,7114
14065,1608
14066,1232
14067,506
14068,1179
14069,880
14070,7313
14071,14205
14072,1698
14073,3780
14074,473
14075,1189
14076,2026
14077,798
14078,1005
14079,923
14080,1431
14081,9576
14082,523
14083,3701
14084,723
14085,3950
14086,1723
14087,684
14088,1923
14089,1619
14090,7738
14091,746
14092,8728
14093,1558
14094,7909
14095,1388
14096,1437
14097,972
14098,3640
14099,15505
14100,7372
14101,1244
14102,2856
14103,491
14104,648
14105,6520
14106,11229
14107,957
14108,939
14109,9636
14110,2856
14111,1859
14112,7384
14113,4229
14114,475
14115,1562
14116,10076
14117,3906
14118,6563
14119,9738
14120,2599
14121,11666
14122,8743
14123,18342
14124,5989
14125,769
14126,2165
14127,810
14128,2291
14129,17724
14130,6387
14131,666
14132,1056
14133,4072
14134,2789
14135,12814
14136,633
14137,578
14138,1993
14139,645
14140,544
14141,1080
14142,3842
14143,1407
14144,802
14145,2540
14146,5956
14147,8983
14148,935
14149,863
14150,2812
14151,10161
14152,2093
14153,1550
14154,2921
14155,13320
14156,5375
14157,5821
14158,6737
14159,2803
14160,2352
14161,9452
14162,1014
14163,911
14164,1163
14165,15606
14166,4170
14167,710
14168,705
14169,737
14170,2182
14171,2572
14172,5633
14173,6499
14174,3115
14175,11089
14176,683
14177,4140
14178,1147
14179,1739
14180,816
14181,4742
14182,450
14183,2323
14184,631
14185,16915
14186,421
14187,555
14188,14719
14189,892
14190,4328
14191,1061
14192,1406
14193,969
14194,6352
14195,583
14196,1290
14197,2877
14198,8864
14199,17125
14200,2530
14201,550
14202,928
14203,1228
14204,886
14205,368
14206,1695
14207,1244
14208,1221
14209,5370
14210,2426
14211,1316
14212,9339
14213,4480
14214,1448
14215,874
14216,10286
14217,12907
14218,6120
14219,593
14220,4512
14221,506
14222,702
14223,1311
14224,1115
14225,1844
14226,6048
14227,3741
14228,965
14229,12633
14230,13945
14231,6552
14232,4892
14233,631
14234,780
14235,1759
14236,2975
14237,5598
14238,5770
14239,15428
14240,536
14241,3058
14242,6271
14243,686
14244,2129
14245,765
14246,4836
14247,561
14248,6070
14249,1578
14250,6415
14251,2671
14252,14278
14253,2503
14254,737
14255,780
14256,844
14257,3669
14258,633
14259,1020
14260,2707
14261,730
14262,9489
14263,1040
14264,7617
14265,2633
14266,4974
14267,1024
14268,1073
14269,2585
14270,1961
14271,961
14272,5242
14273,1063
14274,7090
14275,5030
14276,596
14277,7479
14278,3250
14279,508
14280,9139
14281,827
14282,2883
14283,803
14284,5311
14285,1183
14286,6257
14287,932
14288,8401
14289,5322
14290,4276
14291,5806
14292,3036
14293,4497
14294,544
14295,17889
14296,4338
14297,6854
14298,11302
14299,3168
14300,612
14301,2870
14302,732
14303,4120
14304,3363
14305,6344
14306,4809
14307,731
14308,4321
14309,931
14310,10710
14311,1251
14312,1613
14313,596
14314,8268
14315,4035
14316,2434
14317,537
14318,890
14319,958
14320,1439
14321,2708
14322,5760
14323,4079
14324,7127
14325,723
14326,5232
14327,3071
14328,730
14329,4293
14330,1605
14331,3450
14332,6229
14333,576
14334,7950
14335,3375
14336,842
14337,5768
14338,1148
14339,6126
14340,2870
14341,3891
14342,12060
14343,8257
14344,625
14345,364
14346,6861
14347,12036
14348,16922
14349,7426
14350,3117
14351,16286
14352,649
14353,6237
14354,2647
14355,446
14356,3407
14357,6209
14358,4204
14359,378
14360,3442
14361,11520
14362,2354
14363,9596
14364,2314
14365,10703
14366,5331
14367,2462
14368,12714
14369,2602
14370,8365
14371,1183
14372,7677
14373,601
14374,1929
14375,3950
14376,4167
14377,463
14378,1428
14379,9552
14380,967
14381,1574
14382,921
14383,3597
14384,2461
14385,526
14386,5013
14387,3701
14388,8603
14389,683
14390,1768
14391,961
14392,2511
14393,4661
14394,8088
14395,3199
14396,969
14397,3036
14398,4928
14399,1224
14400,3219
14401,10283
14402,1687
14403,2573
14404,1013
14405,5748
14406,6048
14407,3296
14408,4666
14409,893
14410,954
14411,1075
14412,1369
14413,906
14414,3360
14415,9401
14416,2768
14417,13598
14418,4690
14419,3404
14420,3713
14421,863
14422,2553
14423,3749
14424,5107
14425,3423
14426,1637
14427,879
14428,677
14429,15651
14430,581
14431,1112
14432,1088
14433,11268
14434,816
14435,2254
14436,516
14437,1016
14438,12082
14439,6846
14440,828
14441,6132
14442,3148
14443,12554
14444,1117
14445,2671
14446,4777
14447,727
14448,2530
14449,14148
14450,8808
14451,6045
14452,6389
14453,710
14454,5430
14455,3842
14456,11276
14457,1013
14458,1720
14459,984
14460,1875
14461,675
14462,907
14463,999
14464,8567
14465,13034
14466,3354
14467,4969
14468,1662
14469,3810
14470,975
14471,4135
14472,3357
14473,12921
14474,615
14475,886
14476,864
14477,463
14478,607
14479,5539
14480,3403
14481,12967
14482,18542
14483,802
14484,787
14485,1287
14486,18741
14487,996
14488,1550
14489,1435
14490,5106
14491,1869
14492,4994
14493,5028
14494,2494
14495,797
14496,1066
14497,743
14498,1730
14499,675
14500,8523
14501,1122
14502,6563
14503,7861
14504,4072
14505,5014
14506,2418
14507,497
14508,821
14509,18124
14510,7412
14511,3191
14512,941
14513,2318
14514,775
14515,3811
14516,1337
14517,1044
14518,1953
14519,8975
14520,929
14521,4107
14522,798
14523,2690
14524,11382
14525,462
14526,11360
14527,9526
14528,14779
14529,5098
14530,814
14531,530
14532,6333
14533,695
14534,1049
14535,2621
14536,6435
14537,961
14538,10351
14539,18179
14540,626
14541,765
14542,1251
14543,5786
14544,636
14545,2435
14546,2317
14547,1033
14548,1744
14549,899
14550,2484
14551,5188
14552,1059
14553,6152
14554,8580
14555,8597
14556,3620
14557,1993
14558,6488
14559,5236
14560,3311
14561,4497
14562,9361
14563,2228
14564,14936
14565,10061
14566,938
14567,4186
14568,855
14569,7222
14570,682
14571,13600
14572,7472
14573,12305
14574,983
14575,6362
14576,3634
14577,645
14578,453
14579,2450
14580,14433
14581,628
14582,4475
14583,4337
14584,1125
14585,15144
14586,5645
14587,4987
14588,7741
14589,421
14590,4113
14591,4220
14592,2972
14593,1013
14594,540
14595,3332
14596,3304
14597,16043
14598,687
14599,4196
14600,754
14601,3161
14602,2822
14603,10351
14604,5882
14605,5718
14606,11628
14607,1160
14608,12811
14609,1958
14610,1415
14611,2194
14612,2530
14613,2064
14614,2848
14615,1001
14616,3262
14617,571
14618,5082
14619,11110
14620,10378
14621,579
14622,1065
14623,3850
14624,2737
14625,1181
14626,778
14627,1069
14628,1668
14629,3799
14630,10349
14631,5671
14632,1691
14633,5946
14634,698
14635,16733
14636,1192
14637,995
14638,1097
14639,4936
14640,8124
14641,544
14642,1024
14643,14952
14644,5733
14645,2496
14646,2368
14647,4037
14648,4021
14649,2098
14650,1963
14651,7822
14652,3892
14653,6704
14654,5469
14655,3973
14656,1605
14657,12671
14658,8065
14659,1330
14660,2105
14661,11389
14662,4606
14663,5166
14664,7389
14665,5590
14666,16055
14667,5170
14668,1866
14669,729
14670,8481
14671,4601
14672,898
14673,13248
14674,5051
14675,4861
14676,11114
14677,11576
14678,5510
14679,5049
14680,1757
14681,1287
14682,9681
14683,18259
14684,391
14685,2347
14686,932
14687,574
14688,4853
14689,2234
14690,530
14691,958
14692,1126
14693,675
14694,12308
14695,709
14696,13598
14697,2594
14698,2670
14699,1041
14700,17197
14701,1774
14702,8752
14703,1845
14704,4053
14705,1332
14706,1121
14707,620
14708,7862
14709,7808
14710,1605
14711,804
14712,787
14713,1109
14714,571
14715,614
14716,4424
14717,928
14718,15801
14719,16929
14720,526
14721,1054
14722,844
14723,1046
14724,530
14725,490
14726,4429
14727,9352
14728,10351
14729,15515
14730,1014
14731,983
14732,6942
14733,4948
14734,1935
14735,671
14736,995
14737,2367
14738,648
14739,3740
14740,1061
14741,6486
14742,2620
14743,5345
14744,5019
14745,2942
14746,6806
14747,4985
14748,18149
14749,2309
14750,3044
14751,6826
14752,6301
14753,9243
14754,4213
14755,17759
14756,3746
14757,1114
14758,1772
14759,2167
14760,8994
14761,567
14762,3344
14763,15540
14764,808
14765,1175
14766,955
14767,624
14768,5497
14769,1965
14770,646
14771,781
14772,6122
14773,802
14774,1163
14775,906
14776,1670
14777,1049
14778,1629
14779,8978
14780,3219
14781,1317
14782,3703
14783,4324
14784,852
14785,2442
14786,4197
14787,1865
14788,4414
14789,16059
14790,734
14791,17525
14792,2812
14793,18164
14794,4640
14795,1013
14796,849
14797,1547
14798,663
14799,653
14800,2338
14801,1558
14802,1192
14803,9979
14804,2190
14805,982
14806,14344
14807,1980
14808,6826
14809,1308
14810,898
14811,1316
14812,1245
14813,507
14814,723
14815,6689
14816,1788
14817,1208
14818,2978
14819,994
14820,1218
14821,4539
14822,1220
14823,8528
14824,599
14825,14615
14826,599
14827,13178
14828,586
14829,4666
14830,5197
14831,1974
14832,972
14833,854
14834,3377
14835,788
14836,1582
14837,453
14838,4018
14839,18172
14840,554
14841,664
14842,2616
14843,400
14844,608
14845,1218
14846,6999
14847,663
14848,1017
14849,3669
14850,2061
14851,738
14852,3391
14853,1106
14854,1669
14855,630
14856,838
14857,600
14858,802
14859,891
14860,1071
14861,16466
14862,5443
14863,8381
14864,4755
14865,5259
14866,680
14867,776
14868,2872
14869,11255
14870,6191
14871,2604
14872,747
14873,3963
14874,6334
14875,407
14876,863
14877,6997
14878,789
14879,613
14880,1792
14881,508
14882,742
14883,3498
14884,1052
14885,2167
14886,891
14887,2982
14888,1401
14889,1329
14890,7504
14891,2346
14892,1356
14893,4253
14894,1920
14895,467
14896,992
14897,1689
14898,3861
14899,767
14900,3634
14901,9926
14902,5624
14903,7090
14904,1607
14905,675
14906,890
14907,5456
14908,1013
14909,2897
14910,4662
14911,5316
14912,3276
14913,2378
14914,4166
14915,698
14916,1243
14917,628
14918,485
14919,734
14920,863
14921,1041
14922,13544
14923,1885
14924,709
14925,571
14926,1069
14927,2172
14928,2995
14929,8508
14930,1349
14931,1881
14932,732
14933,663
14934,726
14935,1050
14936,2709
14937,4592
14938,3226
14939,447
